rProduct_code,rProduct_listName,rClass_Price,rClass_Price_GDDesc,rUnit_code,rUnit_listName,sEffective_date_p,rGross_price,rProd_dis1,rProd_dis2,rProd_dis3,rPromotion_flag,sReversal_date,rPromotion_dis,rBonus_discount,rBonus_flag,rNet_price_dis,rFree_stock,rFree_stock_unit,rFor_order,rNet_price_free,rMin_order,rMax_order,rPacking_size,rPackaging_descript,rCurrency
23000172,ลิ้นหมู,BKK1W1,,6,ก.ก.,12/5/2565,148,,,,,,,,B,148,,,,,1,99999,1,ลิ้นหมู,
23000175,หน้ากากหมู,BKK1W1,,6,ก.ก.,12/5/2565,114,,,,,,,,B,114,,,,,1,99999,1,หน้ากากหมู,
23000181,ไส้ขม,BKK1W1,,6,ก.ก.,19/05/2565,70,,,,,,,,B,70,,,,,1,99999,1,,
23000186,ขั้วตับหมู,BKK1W1,,6,ก.ก.,28/04/2565,174,,,,,,,,B,174,,,,,1,99999,1,4กก./ถุง,
23000187,ปอด,BKK1W1,,6,ก.ก.,7/4/2565,20,,,,,,,,B,20,,,,,1,99999,1,,
23000188,ตับหมู,BKK1W1,,6,ก.ก.,19/05/2565,132,,,,,,,,B,132,,,,,1,99999,1,,
23000189,กระเพาะ,BKK1W1,,6,ก.ก.,28/04/2565,104,,,,,,,,B,104,,,,,1,99999,1,,
23000190,หัวใจหมู,BKK1W1,,6,ก.ก.,28/04/2565,82,,,,,,,,B,82,,,,,1,99999,1,,
23000191,ไส้อ่อน,BKK1W1,,6,ก.ก.,5/5/2565,175,,,,,,,,B,175,,,,,1,99999,1,2 Kg./แพ็ค,
23000192,ไส้ใหญ่(ลวก),BKK1W1,,6,ก.ก.,19/05/2565,47,,,,,,,,B,47,,,,,1,99999,1,,
23000193,ม้าม,BKK1W1,,6,ก.ก.,19/05/2565,53,,,,,,,,B,53,,,,,1,99999,1,,
23000194,ไตหมู,BKK1W1,,6,ก.ก.,28/04/2565,69,,,,,,,,B,69,,,,,1,99999,1,,
23000197,เครื่องในชุด(หมู),BKK1W1,,6,ก.ก.,19/05/2565,77,,,,,,,,B,77,,,,,1,99999,1,ชั่งตามจริง,
23000198,เครื่องในชุด(ไม่รวมตับ),BKK1W1,,6,ก.ก.,19/05/2565,73,,,,,,,,B,73,,,,,1,99999,1,เครื่องในชุด(ไม,
23000198,เครื่องในชุด(ไม่รวมตับ),BKK1W1,,18,ถุง,19/05/2565,501,,,,,,,,B,501,,,,,1,99999,1,เครื่องในชุด(ไม,
23000200,เศษมันไส้,BKK1W1,,6,ก.ก.,1/4/2565,2,,,,,,,,B,2,,,,,1,99999,1,เศษมันไส้,
23000201,มันแข็ง,BKK1W1,,6,ก.ก.,19/05/2565,75,,,,,,,,B,75,,,,,1,99999,1,มันแข็ง,
23000202,มันสันหลัง,BKK1W1,,6,ก.ก.,19/05/2565,82,,,,,,,,B,82,,,,,1,99999,1,มันสันหลัง,
23000203,ชิ้นมันแข็ง,BKK1W1,,6,ก.ก.,17/03/2565,62,,,,,,,,B,62,,,,,1,99999,1,ชิ้นมันแข็ง,
23000205,เศษมัน,BKK1W1,,6,ก.ก.,19/05/2565,67,,,,,,,,B,67,,,,,1,99999,1,5 Kg./แพ็ค,
23000206,ชิ้นมันคอ,BKK1W1,,6,ก.ก.,23/05/2565,86,,,,,,,,B,86,,,,,1,99999,1,1 แพ็ค / ก.ก.,
23000207,เศษมันคอติดหนัง,BKK1W1,,6,ก.ก.,1/4/2565,53,,,,,,,,B,53,,,,,1,99999,1,แพ็ค / 1ก.ก.,
23000208,หนังสะโพก,BKK1W1,,6,ก.ก.,12/5/2565,70,,,,,,,,B,70,,,,,1,99999,1,5กก./ถุง,
23000209,หนังสันหลัง,BKK1W1,,6,ก.ก.,12/5/2565,73,,,,,,,,B,73,,,,,1,99999,1,,
23000214,เศษหนัง,BKK1W1,,6,ก.ก.,12/5/2565,38,,,,,,,,B,38,,,,,1,99999,1,เศษหนัง,
23000215,กระดูกซุป,BKK1W1,,6,ก.ก.,19/05/2565,58,,,,,,,,B,58,,,,,1,99999,1,1 ถุง / 1 ก.ก.,
23000217,กระดูกอ่อนไหล่,BKK1W1,,6,ก.ก.,19/05/2565,163,,,,,,,,B,163,,,,,1,99999,1,5 ก.ก./ถุง,
23000218,มันเปลว,BKK1W1,,6,ก.ก.,19/05/2565,53,,,,,,,,B,53,,,,,1,99999,1,แพ็ค / 1ก.ก.,
23000219,มันท้อง,BKK1W1,,6,ก.ก.,19/05/2565,57,,,,,,,,B,57,,,,,1,99999,1,แพ็ค / 1ก.ก.,
23000221,เศษเนื้อและเศษมัน (1),BKK1W1,,6,ก.ก.,17/03/2565,3,,,,,,,,B,3,,,,,1,99999,1,,
23000222,เศษเนื้อและเศษมัน (2),BKK1W1,,6,ก.ก.,1/4/2565,6,,,,,,,,B,6,,,,,1,99999,1,เศษเนื้อและเศษมัน (2),
23000223,เศษเนื้อและเศษมัน (3),BKK1W1,,6,ก.ก.,1/4/2565,15,,,,,,,,B,15,,,,,1,99999,1,เศษเนื้อและเศษมัน (3),
23000730,ไก่สด(ไก่กลม)10 KG,BKK1W1,,10,แพ็ค,23/05/2565,575,,,,,,,,B,575,,,,,1,99999,1,ก.ก. / 1 ก.ก.,
23000730,ไก่สด(ไก่กลม)10 KG,BKK1W1,,6,ก.ก.,23/05/2565,57.5,,,,,,,,B,57.5,,,,,1,99999,1,ก.ก. / 1 ก.ก.,
23000769,ไก่ผ่าหมัก 2 KG,BKK1W1,,10,แพ็ค,17/03/2565,91,,,,,,,,B,91,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23000769,ไก่ผ่าหมัก 2 KG,BKK1W1,,6,ก.ก.,17/03/2565,45.5,,,,,,,,B,45.5,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23000800,ไก่สด(ล้วงพร้อมเครื่องใน)1.6-1.8 KG(F)(ตัว),BKK1W1,,5,กล่อง,23/05/2565,699,,,,,,,,B,699,,,,,1,99999,1,6ตัว/กล่อง,
23000800,ไก่สด(ล้วงพร้อมเครื่องใน)1.6-1.8 KG(F)(ตัว),BKK1W1,,16,ตัว,23/05/2565,116.5,,,,,,,,B,116.5,,,,,1,99999,1,6ตัว/กล่อง,
23000801,ไก่สด(ล้วงพร้อมเครื่องใน)1.8-2.0 KG(F)(ตัว),BKK1W1,,5,กล่อง,23/05/2565,777,,,,,,,,B,777,,,,,1,99999,1,,
23000801,ไก่สด(ล้วงพร้อมเครื่องใน)1.8-2.0 KG(F)(ตัว),BKK1W1,,16,ตัว,23/05/2565,129.5,,,,,,,,B,129.5,,,,,1,99999,1,,
23000815,BB 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,413.75,,,,,,,,B,413.75,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000815,BB 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,82.75,,,,,,,,B,82.75,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000817,BB#2 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,343.75,,,,,,,,B,343.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23000817,BB#2 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,68.75,,,,,,,,B,68.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23000818,BB#3 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,57.5,,,,,,,,B,57.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000818,BB#3 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,287.5,,,,,,,,B,287.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000820,เนื้ออกล้วน 2 KG,BKK1W1,,10,แพ็ค,21/04/2565,168,,,,,,,,B,168,,,,,1,99999,1,2ก.ก/แพ็ค,
23000820,เนื้ออกล้วน 2 KG,BKK1W1,,6,ก.ก.,21/04/2565,84,,,,,,,,B,84,,,,,1,99999,1,2ก.ก/แพ็ค,
23000840,เศษ SBB STD 2 KG,BKK1W1,,6,ก.ก.,26/05/2565,79.5,,,,,,,,B,79.5,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23000840,เศษ SBB STD 2 KG,BKK1W1,,10,แพ็ค,26/05/2565,159,,,,,,,,B,159,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23000859,เศษSBBปนมัน 5 KG,BKK1W1,,10,แพ็ค,28/04/2565,357.5,,,,,,,,B,357.5,,,,,1,99999,1,,
23000859,เศษSBBปนมัน 5 KG,BKK1W1,,6,ก.ก.,28/04/2565,71.5,,,,,,,,B,71.5,,,,,1,99999,1,,
23000860,เศษSBB#3 5 KG,BKK1W1,,10,แพ็ค,28/04/2565,316.25,,,,,,,,B,316.25,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000860,เศษSBB#3 5 KG,BKK1W1,,6,ก.ก.,28/04/2565,63.25,,,,,,,,B,63.25,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23000863,เศษBBปนหนัง  5 KG,BKK1W1,,6,ก.ก.,28/04/2565,68.25,,,,,,,,B,68.25,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23000863,เศษBBปนหนัง  5 KG,BKK1W1,,10,แพ็ค,28/04/2565,341.25,,,,,,,,B,341.25,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23000889,เนื้ออกล้วน 2 KG(F),BKK1W1,,5,กล่อง,21/04/2565,1020,,,,,,,,B,1020,,,,,1,99999,1,2ก.ก./ซอง,
23000889,เนื้ออกล้วน 2 KG(F),BKK1W1,,6,ก.ก.,21/04/2565,85,,,,,,,,B,85,,,,,1,99999,1,2ก.ก./ซอง,
23000889,เนื้ออกล้วน 2 KG(F),BKK1W1,,10,แพ็ค,21/04/2565,170,,,,,,,,B,170,,,,,1,99999,1,2ก.ก./ซอง,
23000910,เศษ SBB STD 5 KG(F),BKK1W1,,6,ก.ก.,26/05/2565,81,,,,,,,,B,81,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23000910,เศษ SBB STD 5 KG(F),BKK1W1,,10,แพ็ค,26/05/2565,405,,,,,,,,B,405,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23000910,เศษ SBB STD 5 KG(F),BKK1W1,,5,กล่อง,26/05/2565,810,,,,,,,,B,810,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23000912,เศษSBB#1 5 KG(F),BKK1W1,,10,แพ็ค,26/05/2565,397.5,,,,,,,,B,397.5,,,,,1,99999,1,1 ก.ก.,
23000912,เศษSBB#1 5 KG(F),BKK1W1,,6,ก.ก.,26/05/2565,79.5,,,,,,,,B,79.5,,,,,1,99999,1,1 ก.ก.,
23000912,เศษSBB#1 5 KG(F),BKK1W1,,5,กล่อง,26/05/2565,795,,,,,,,,B,795,,,,,1,99999,1,1 ก.ก.,
23000914,เศษSBBปนมัน 5 KG(F),BKK1W1,,6,ก.ก.,28/04/2565,71.5,,,,,,,,B,71.5,,,,,1,99999,1,5 Kg./แพ็ค,
23000914,เศษSBBปนมัน 5 KG(F),BKK1W1,,10,แพ็ค,28/04/2565,357.5,,,,,,,,B,357.5,,,,,1,99999,1,5 Kg./แพ็ค,
23000914,เศษSBBปนมัน 5 KG(F),BKK1W1,,5,กล่อง,28/04/2565,715,,,,,,,,B,715,,,,,1,99999,1,5 Kg./แพ็ค,
23000916,เศษBBปนหนัง  5 KG(F),BKK1W1,,6,ก.ก.,28/04/2565,71.5,,,,,,,,B,71.5,,,,,1,99999,1,1ถุง/5 กก.,
23000916,เศษBBปนหนัง  5 KG(F),BKK1W1,,5,กล่อง,28/04/2565,715,,,,,,,,B,715,,,,,1,99999,1,1ถุง/5 กก.,
23000916,เศษBBปนหนัง  5 KG(F),BKK1W1,,10,แพ็ค,28/04/2565,357.5,,,,,,,,B,357.5,,,,,1,99999,1,1ถุง/5 กก.,
23000996,SBL#3 5 KG,BKK1W1,,10,แพ็ค,2/12/2564,0,,,,,,,,B,0,,,,,0,999999,1,1 แพ็ค = 5 กิโลกรัม,
23000996,SBL#3 5 KG,BKK1W1,,6,ก.ก.,2/12/2564,0,,,,,,,,B,0,,,,,0,999999,1,1 แพ็ค = 5 กิโลกรัม,
23001023,เนื้อน/ส ล้วน 2 KG,BKK1W1,,6,ก.ก.,28/04/2565,87.25,,,,,,,,B,87.25,,,,,1,99999,1,แพ็ค / 2 ก.ก.,
23001023,เนื้อน/ส ล้วน 2 KG,BKK1W1,,10,แพ็ค,28/04/2565,174.5,,,,,,,,B,174.5,,,,,1,99999,1,แพ็ค / 2 ก.ก.,
23001024,BL THIGH 100-110 G(5KG),BKK1W1,,6,ก.ก.,12/5/2565,112.5,,,,,,,,B,112.5,,,,,1,99999,1,1 ถุง = 5 กิโลกรัม,
23001024,BL THIGH 100-110 G(5KG),BKK1W1,,18,ถุง,12/5/2565,562.5,,,,,,,,B,562.5,,,,,1,99999,1,1 ถุง = 5 กิโลกรัม,
23001025,BL#3  5 กก.,BKK1W1,,6,ก.ก.,26/03/2565,49,,,,,,,,B,49,,,,,1,99999,1,,
23001025,BL#3  5 กก.,BKK1W1,,10,แพ็ค,26/03/2565,245,,,,,,,,B,245,,,,,1,99999,1,,
23001051,เศษ SBL STD 5 KG,BKK1W1,,6,ก.ก.,5/5/2565,79.5,,,,,,,,B,79.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001051,เศษ SBL STD 5 KG,BKK1W1,,10,แพ็ค,5/5/2565,397.5,,,,,,,,B,397.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001063,เศษBL#1 2 KG,BKK1W1,,10,แพ็ค,23/05/2565,155,,,,,,,,B,155,,,,,1,99999,1,1 ถุง / 2 ก.ก.,
23001063,เศษBL#1 2 KG,BKK1W1,,6,ก.ก.,23/05/2565,77.5,,,,,,,,B,77.5,,,,,1,99999,1,1 ถุง / 2 ก.ก.,
23001064,เศษ BL STD 5 KG,BKK1W1,,6,ก.ก.,23/05/2565,79.5,,,,,,,,B,79.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001064,เศษ BL STD 5 KG,BKK1W1,,10,แพ็ค,23/05/2565,397.5,,,,,,,,B,397.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001065,เศษBL#1 5 KG,BKK1W1,,10,แพ็ค,23/05/2565,383.75,,,,,,,,B,383.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001065,เศษBL#1 5 KG,BKK1W1,,6,ก.ก.,23/05/2565,76.75,,,,,,,,B,76.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001066,เศษBLปนหนัง 5 KG,BKK1W1,,6,ก.ก.,28/04/2565,62.5,,,,,,,,B,62.5,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001066,เศษBLปนหนัง 5 KG,BKK1W1,,10,แพ็ค,28/04/2565,312.5,,,,,,,,B,312.5,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001067,เศษBL#3 5 KG,BKK1W1,,6,ก.ก.,28/04/2565,58.5,,,,,,,,B,58.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001067,เศษBL#3 5 KG,BKK1W1,,10,แพ็ค,28/04/2565,292.5,,,,,,,,B,292.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001078,น่องติดสะโพกไก่ 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,72,,,,,,,,B,72,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001078,น่องติดสะโพกไก่ 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,360,,,,,,,,B,360,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001079,น่องติดสะโพก#1 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,367.5,,,,,,,,B,367.5,,,,,1,99999,1,1ถุง=5กก.,
23001079,น่องติดสะโพก#1 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,73.5,,,,,,,,B,73.5,,,,,1,99999,1,1ถุง=5กก.,
23001080,น่องติดสะโพก#2 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,62.25,,,,,,,,B,62.25,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001080,น่องติดสะโพก#2 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,311.25,,,,,,,,B,311.25,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001081,น่องติดสะโพก#3 5 KG,BKK1W1,,10,แพ็ค,21/04/2565,262.5,,,,,,,,B,262.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001081,น่องติดสะโพก#3 5 KG,BKK1W1,,6,ก.ก.,21/04/2565,52.5,,,,,,,,B,52.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001082,น่องติดสะโพก 2 KG.               ,BKK1W1,,10,แพ็ค,21/04/2565,148,,,,,,,,B,148,,,,,1,99999,1,2กก./1แพ็ค,
23001082,น่องติดสะโพก 2 KG.               ,BKK1W1,,6,ก.ก.,21/04/2565,74,,,,,,,,B,74,,,,,1,99999,1,2กก./1แพ็ค,
23001096,น่องไก่ 5 KG,BKK1W1,,10,แพ็ค,5/5/2565,350,,,,,,,,B,350,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001096,น่องไก่ 5 KG,BKK1W1,,6,ก.ก.,5/5/2565,70,,,,,,,,B,70,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001097,น่อง 2 KG.,BKK1W1,,6,ก.ก.,5/5/2565,71,,,,,,,,B,71,,,,,1,99999,1,2กก./1แพ็ค,
23001097,น่อง 2 KG.,BKK1W1,,10,แพ็ค,5/5/2565,142,,,,,,,,B,142,,,,,1,99999,1,2กก./1แพ็ค,
23001106,สะโพก 2 KG.,BKK1W1,,6,ก.ก.,5/5/2565,75,,,,,,,,B,75,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23001106,สะโพก 2 KG.,BKK1W1,,10,แพ็ค,5/5/2565,150,,,,,,,,B,150,,,,,1,99999,1,1 แพ็ค = 2 กิโลกรัม,
23001183,เศษBL#1 2 KG(F),BKK1W1,,10,แพ็ค,23/05/2565,161,,,,,,,,B,161,,,,,1,99999,1,2 ก.ก./ถุง,
23001183,เศษBL#1 2 KG(F),BKK1W1,,6,ก.ก.,23/05/2565,80.5,,,,,,,,B,80.5,,,,,1,99999,1,2 ก.ก./ถุง,
23001183,เศษBL#1 2 KG(F),BKK1W1,,5,กล่อง,23/05/2565,966,,,,,,,,B,966,,,,,1,99999,1,2 ก.ก./ถุง,
23001184,เศษ BL STD 5 KG(F),BKK1W1,,10,แพ็ค,23/05/2565,402.5,,,,,,,,B,402.5,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23001184,เศษ BL STD 5 KG(F),BKK1W1,,5,กล่อง,23/05/2565,805,,,,,,,,B,805,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23001184,เศษ BL STD 5 KG(F),BKK1W1,,6,ก.ก.,23/05/2565,80.5,,,,,,,,B,80.5,,,,,1,99999,1,1 กล่อง = 2 แพ็ค,
23001185,เศษBL#1 5 KG(F),BKK1W1,,10,แพ็ค,23/05/2565,392.5,,,,,,,,B,392.5,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001185,เศษBL#1 5 KG(F),BKK1W1,,5,กล่อง,23/05/2565,785,,,,,,,,B,785,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001185,เศษBL#1 5 KG(F),BKK1W1,,6,ก.ก.,23/05/2565,78.5,,,,,,,,B,78.5,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001187,น่องติดสะโพก 2 KG. (F),BKK1W1,,6,ก.ก.,21/04/2565,76.75,,,,,,,,B,76.75,,,,,1,99999,1,2 ก.ก./1แพ็ค,
23001187,น่องติดสะโพก 2 KG. (F),BKK1W1,,10,แพ็ค,21/04/2565,153.5,,,,,,,,B,153.5,,,,,1,99999,1,2 ก.ก./1แพ็ค,
23001187,น่องติดสะโพก 2 KG. (F),BKK1W1,,5,กล่อง,21/04/2565,921,,,,,,,,B,921,,,,,1,99999,1,2 ก.ก./1แพ็ค,
23001191,น่อง 2 KG. (F),BKK1W1,,6,ก.ก.,5/5/2565,76,,,,,,,,B,76,,,,,1,99999,1,2กก./1แพ็ค,
23001191,น่อง 2 KG. (F),BKK1W1,,5,กล่อง,5/5/2565,912,,,,,,,,B,912,,,,,1,99999,1,2กก./1แพ็ค,
23001191,น่อง 2 KG. (F),BKK1W1,,10,แพ็ค,5/5/2565,152,,,,,,,,B,152,,,,,1,99999,1,2กก./1แพ็ค,
23001194,สะโพก 2 KG.  (F),BKK1W1,,5,กล่อง,5/5/2565,876,,,,,,,,B,876,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001194,สะโพก 2 KG.  (F),BKK1W1,,10,แพ็ค,5/5/2565,146,,,,,,,,B,146,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001194,สะโพก 2 KG.  (F),BKK1W1,,6,ก.ก.,5/5/2565,73,,,,,,,,B,73,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001291,สันใน 2 KG.,BKK1W1,,10,แพ็ค,12/5/2565,186,,,,,,,,B,186,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001291,สันใน 2 KG.,BKK1W1,,6,ก.ก.,12/5/2565,93,,,,,,,,B,93,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001301,สันใน#2 5 KG,BKK1W1,,6,ก.ก.,12/5/2565,67.5,,,,,,,,B,67.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001301,สันใน#2 5 KG,BKK1W1,,10,แพ็ค,12/5/2565,337.5,,,,,,,,B,337.5,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001302,สันใน#3 5 KG,BKK1W1,,6,ก.ก.,12/5/2565,63.25,,,,,,,,B,63.25,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001302,สันใน#3 5 KG,BKK1W1,,10,แพ็ค,12/5/2565,316.25,,,,,,,,B,316.25,,,,,1,99999,1,1 แพ็ค = 5 กิโลกรัม,
23001315,เศษสันใน 5 kg.,BKK1W1,,10,แพ็ค,26/05/2565,433.75,,,,,,,,B,433.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001315,เศษสันใน 5 kg.,BKK1W1,,6,ก.ก.,26/05/2565,86.75,,,,,,,,B,86.75,,,,,1,99999,1,แพ็ค / 5 ก.ก.,
23001317,เศษสันในไก่#2 5 KG,BKK1W1,,6,ก.ก.,28/04/2565,58.5,,,,,,,,B,58.5,,,,,1,99999,1,1 ถุง = 5 กิโลกรัม,
23001317,เศษสันในไก่#2 5 KG,BKK1W1,,18,ถุง,28/04/2565,292.5,,,,,,,,B,292.5,,,,,1,99999,1,1 ถุง = 5 กิโลกรัม,
23001336,สันใน 2 KG.  (F),BKK1W1,,10,แพ็ค,12/5/2565,190,,,,,,,,B,190,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001336,สันใน 2 KG.  (F),BKK1W1,,5,กล่อง,12/5/2565,1140,,,,,,,,B,1140,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001336,สันใน 2 KG.  (F),BKK1W1,,6,ก.ก.,12/5/2565,95,,,,,,,,B,95,,,,,1,99999,1,2ก.ก./1แพ็ค,
23001337,สันใน#1 2 KG(F),BKK1W1,,10,แพ็ค,12/5/2565,184,,,,,,,,B,184,,,,,1,99999,1,1 กล่อง = 6 แพ็ค,
23001337,สันใน#1 2 KG(F),BKK1W1,,6,ก.ก.,12/5/2565,92,,,,,,,,B,92,,,,,1,99999,1,1 กล่อง = 6 แพ็ค,
23001337,สันใน#1 2 KG(F),BKK1W1,,5,กล่อง,12/5/2565,1104,,,,,,,,B,1104,,,,,1,99999,1,1 กล่อง = 6 แพ็ค,
23001388,ปีกเต็ม 2  KG.               ,BKK1W1,,6,ก.ก.,26/03/2565,74.25,,,,,,,,B,74.25,,,,,1,99999,1,2กก./แพ็ค,
23001388,ปีกเต็ม 2  KG.               ,BKK1W1,,10,แพ็ค,26/03/2565,148.5,,,,,,,,B,148.5,,,,,1,99999,1,2กก./แพ็ค,
