,Product_code,Product_name,PriceperKg,d1,week_num
1,23057671,คอหมูย่างTT,270,5/12/2022,19
2,23057672,ไหล่TT,167,5/12/2022,19
3,23057673,สะโพกTT,170,5/12/2022,19
4,23057674,สันนอกTT,175,5/12/2022,19
5,23057675,สันในTT,175,5/12/2022,19
6,23057676,สันคอTT,233,5/12/2022,19
7,23057677,สามชั้นTT,195,5/12/2022,19
8,23057678,ซี่โครงแผ่นTT,164,5/12/2022,19
9,23069300,ชิ้นเนื้อหมูบดTT,151,5/12/2022,19
