"","Product_code","PriceperKg","d1","week_num"
"9171","23024117",576,2022-04-21,"16"
"9172","23024117",48,2022-04-21,"16"
"9173","23024196",78.75,2022-01-01,"52"
"9174","23024196",393.75,2022-01-01,"52"
"9175","23024196",393.75,2022-03-01,"09"
"9176","23024196",78.75,2022-03-01,"09"
"9177","23024196",388.75,2022-03-17,"11"
"9178","23024196",77.75,2022-03-17,"11"
"9179","23024196",78.75,2022-03-26,"12"
"9180","23024196",393.75,2022-03-26,"12"
"9181","23024196",393.75,2022-04-01,"13"
"9182","23024196",78.75,2022-04-01,"13"
"9183","23024196",81.75,2022-04-04,"14"
"9184","23024196",408.75,2022-04-04,"14"
"9185","23024196",83.75,2022-04-21,"16"
"9186","23024196",418.75,2022-04-21,"16"
"9187","23024196",86.75,2022-05-05,"18"
"9188","23024196",433.75,2022-05-05,"18"
"9189","23024514",113.25,2022-03-01,"09"
"9190","23024514",226.5,2022-03-01,"09"
"9191","23024514",112.25,2022-03-17,"11"
"9192","23024514",224.5,2022-03-17,"11"
"9193","23024514",218.5,2022-03-26,"12"
"9194","23024514",109.25,2022-03-26,"12"
"9195","23024514",224.5,2022-03-31,"13"
"9196","23024514",112.25,2022-03-31,"13"
"9197","23024514",224.5,2022-04-01,"13"
"9198","23024514",112.25,2022-04-01,"13"
"9199","23024514",115.25,2022-04-07,"14"
"9200","23024514",230.5,2022-04-07,"14"
"9201","23024514",234.5,2022-04-22,"16"
"9202","23024514",117.25,2022-04-22,"16"
"9203","23024514",119.25,2022-05-05,"18"
"9204","23024514",238.5,2022-05-05,"18"
"9205","23025052",77,2022-01-06,"01"
"9206","23025052",79.75,2022-02-07,"06"
"9207","23025052",81.25,2022-02-10,"06"
"9208","23025052",81.25,2022-03-01,"09"
"9209","23025052",80.25,2022-03-17,"11"
"9210","23025052",83,2022-03-19,"11"
"9211","23025052",84,2022-03-26,"12"
"9212","23025052",86.75,2022-04-28,"17"
"9213","23025053",81.25,2022-01-06,"01"
"9214","23025053",487.5,2022-01-06,"01"
"9215","23025053",81.25,2022-02-07,"06"
"9216","23025053",487.5,2022-02-07,"06"
"9217","23025053",496.5,2022-02-10,"06"
"9218","23025053",82.75,2022-02-10,"06"
"9219","23025053",496.5,2022-03-01,"09"
"9220","23025053",82.75,2022-03-01,"09"
"9221","23025053",81.75,2022-03-17,"11"
"9222","23025053",490.5,2022-03-17,"11"
"9223","23025053",84.5,2022-03-19,"11"
"9224","23025053",507,2022-03-19,"11"
"9225","23025053",513,2022-03-26,"12"
"9226","23025053",85.5,2022-03-26,"12"
"9227","23025053",529.5,2022-04-28,"17"
"9228","23025053",88.25,2022-04-28,"17"
"9229","23025056",105,2022-01-06,"01"
"9230","23025056",108.75,2022-02-07,"06"
"9231","23025056",110.75,2022-02-10,"06"
"9232","23025056",110.75,2022-03-01,"09"
"9233","23025056",108.75,2022-03-17,"11"
"9234","23025056",112.5,2022-03-19,"11"
"9235","23025056",113.5,2022-03-26,"12"
"9236","23025056",117.25,2022-04-28,"17"
"9237","23025099",55,2022-01-06,"01"
"9238","23025099",56,2022-01-07,"01"
"9239","23025099",56,2022-03-01,"09"
"9240","23025099",55,2022-03-17,"11"
"9241","23025100",58,2022-01-06,"01"
"9242","23025100",870,2022-01-06,"01"
"9243","23025100",59,2022-01-07,"01"
"9244","23025100",885,2022-01-07,"01"
"9245","23025100",59,2022-03-01,"09"
"9246","23025100",885,2022-03-01,"09"
"9247","23025100",870,2022-03-17,"11"
"9248","23025100",58,2022-03-17,"11"
"9249","23025169",412.5,2022-01-20,"03"
"9250","23025169",41.25,2022-01-20,"03"
"9251","23025169",41.25,2022-03-01,"09"
"9252","23025169",412.5,2022-03-01,"09"
"9253","23025169",39,2022-03-03,"09"
"9254","23025169",390,2022-03-03,"09"
"9255","23025169",380,2022-03-17,"11"
"9256","23025169",38,2022-03-17,"11"
"9257","23025169",380,2022-03-26,"12"
"9258","23025169",38,2022-03-26,"12"
"9259","23025169",38,2022-04-01,"13"
"9260","23025169",380,2022-04-01,"13"
"9261","23025169",360,2022-04-07,"14"
"9262","23025169",36,2022-04-07,"14"
"9263","23025169",34,2022-04-12,"15"
"9264","23025169",340,2022-04-12,"15"
"9265","23025169",31,2022-04-28,"17"
"9266","23025169",310,2022-04-28,"17"
"9267","23025481",180,2022-01-06,"01"
"9268","23025481",180,2022-01-06,"01"
"9269","23025481",182,2022-01-07,"01"
"9270","23025481",182,2022-01-07,"01"
"9271","23025481",189,2022-01-13,"02"
"9272","23025481",189,2022-01-13,"02"
"9273","23025481",185,2022-01-20,"03"
"9274","23025481",185,2022-01-20,"03"
"9275","23025481",176,2022-01-27,"04"
"9276","23025481",176,2022-01-27,"04"
"9277","23025481",165,2022-02-03,"05"
"9278","23025481",165,2022-02-03,"05"
"9279","23025481",152,2022-02-10,"06"
"9280","23025481",152,2022-02-10,"06"
"9281","23025481",137,2022-02-17,"07"
"9282","23025481",137,2022-02-17,"07"
"9283","23025481",129,2022-02-22,"08"
"9284","23025481",129,2022-02-22,"08"
"9285","23025481",129,2022-03-01,"09"
"9286","23025481",129,2022-03-01,"09"
"9287","23025481",138,2022-03-09,"10"
"9288","23025481",138,2022-03-09,"10"
"9289","23025481",144,2022-03-16,"11"
"9290","23025481",144,2022-03-16,"11"
"9291","23025481",143,2022-03-17,"11"
"9292","23025481",143,2022-03-17,"11"
"9293","23025481",146,2022-03-31,"13"
"9294","23025481",146,2022-03-31,"13"
"9295","23025481",149,2022-04-07,"14"
"9296","23025481",149,2022-04-07,"14"
"9297","23025481",158,2022-04-21,"16"
"9298","23025481",158,2022-04-21,"16"
"9299","23025481",163,2022-04-28,"17"
"9300","23025481",163,2022-04-28,"17"
"9301","23025481",167,2022-05-05,"18"
"9302","23025481",167,2022-05-05,"18"
"9303","23025482",184,2022-01-06,"01"
"9304","23025482",1840,2022-01-06,"01"
"9305","23025482",184,2022-01-06,"01"
"9306","23025482",186,2022-01-07,"01"
"9307","23025482",1860,2022-01-07,"01"
"9308","23025482",186,2022-01-07,"01"
"9309","23025482",193,2022-01-13,"02"
"9310","23025482",193,2022-01-13,"02"
"9311","23025482",1930,2022-01-13,"02"
"9312","23025482",1890,2022-01-20,"03"
"9313","23025482",189,2022-01-20,"03"
"9314","23025482",189,2022-01-20,"03"
"9315","23025482",1810,2022-01-27,"04"
"9316","23025482",181,2022-01-27,"04"
"9317","23025482",181,2022-01-27,"04"
"9318","23025482",1690,2022-02-03,"05"
"9319","23025482",169,2022-02-03,"05"
"9320","23025482",169,2022-02-03,"05"
"9321","23025482",1560,2022-02-10,"06"
"9322","23025482",156,2022-02-10,"06"
"9323","23025482",156,2022-02-10,"06"
"9324","23025482",141,2022-02-17,"07"
"9325","23025482",1410,2022-02-17,"07"
"9326","23025482",141,2022-02-17,"07"
"9327","23025482",133,2022-02-22,"08"
"9328","23025482",133,2022-02-22,"08"
"9329","23025482",1330,2022-02-22,"08"
"9330","23025482",133,2022-03-01,"09"
"9331","23025482",1330,2022-03-01,"09"
"9332","23025482",133,2022-03-01,"09"
"9333","23025482",142,2022-03-09,"10"
"9334","23025482",1420,2022-03-09,"10"
"9335","23025482",142,2022-03-09,"10"
"9336","23025482",1480,2022-03-16,"11"
"9337","23025482",148,2022-03-16,"11"
"9338","23025482",148,2022-03-16,"11"
"9339","23025482",147,2022-03-17,"11"
"9340","23025482",147,2022-03-17,"11"
"9341","23025482",1470,2022-03-17,"11"
"9342","23025482",1500,2022-03-31,"13"
"9343","23025482",150,2022-03-31,"13"
"9344","23025482",150,2022-03-31,"13"
"9345","23025482",153,2022-04-07,"14"
"9346","23025482",153,2022-04-07,"14"
"9347","23025482",1530,2022-04-07,"14"
"9348","23025482",162,2022-04-21,"16"
"9349","23025482",162,2022-04-21,"16"
"9350","23025482",1620,2022-04-21,"16"
"9351","23025482",1670,2022-04-28,"17"
"9352","23025482",167,2022-04-28,"17"
"9353","23025482",167,2022-04-28,"17"
"9354","23025482",1710,2022-05-05,"18"
"9355","23025482",171,2022-05-05,"18"
"9356","23025482",171,2022-05-05,"18"
"9357","23025483",48.75,2022-01-06,"01"
"9358","23025483",50.75,2022-01-07,"01"
"9359","23025483",52.75,2022-01-13,"02"
"9360","23025483",52.75,2022-01-20,"03"
"9361","23025483",50.75,2022-01-27,"04"
"9362","23025483",46.75,2022-02-03,"05"
"9363","23025483",44.75,2022-02-10,"06"
"9364","23025483",41.75,2022-02-17,"07"
"9365","23025483",39.75,2022-02-22,"08"
"9366","23025483",39.75,2022-03-01,"09"
"9367","23025483",41.75,2022-03-09,"10"
"9368","23025483",42.75,2022-03-16,"11"
"9369","23025483",42.25,2022-03-17,"11"
"9370","23025483",43.25,2022-03-31,"13"
"9371","23025483",43.25,2022-04-07,"14"
"9372","23025483",45.25,2022-04-21,"16"
"9373","23025483",47.25,2022-04-28,"17"
"9374","23025483",47.25,2022-05-05,"18"
"9375","23025484",92,2022-01-06,"01"
"9376","23025484",94,2022-01-07,"01"
"9377","23025484",97,2022-01-13,"02"
"9378","23025484",97,2022-01-20,"03"
"9379","23025484",92,2022-01-27,"04"
"9380","23025484",86,2022-02-03,"05"
"9381","23025484",80,2022-02-10,"06"
"9382","23025484",75,2022-02-17,"07"
"9383","23025484",70,2022-02-22,"08"
"9384","23025484",70,2022-03-01,"09"
"9385","23025484",75,2022-03-09,"10"
"9386","23025484",77,2022-03-16,"11"
"9387","23025484",76.5,2022-03-17,"11"
"9388","23025484",78.5,2022-03-31,"13"
"9389","23025484",79.5,2022-04-07,"14"
"9390","23025484",82.5,2022-04-21,"16"
"9391","23025484",85.5,2022-04-28,"17"
"9392","23025484",86.5,2022-05-05,"18"
"9393","23025485",1880,2022-01-06,"01"
"9394","23025485",94,2022-01-06,"01"
"9395","23025485",1920,2022-01-07,"01"
"9396","23025485",96,2022-01-07,"01"
"9397","23025485",99,2022-01-13,"02"
"9398","23025485",1980,2022-01-13,"02"
"9399","23025485",99,2022-01-20,"03"
"9400","23025485",1980,2022-01-20,"03"
"9401","23025485",1880,2022-01-27,"04"
"9402","23025485",94,2022-01-27,"04"
"9403","23025485",88,2022-02-03,"05"
"9404","23025485",1760,2022-02-03,"05"
"9405","23025485",1640,2022-02-10,"06"
"9406","23025485",82,2022-02-10,"06"
"9407","23025485",77,2022-02-17,"07"
"9408","23025485",1540,2022-02-17,"07"
"9409","23025485",72,2022-02-22,"08"
"9410","23025485",1440,2022-02-22,"08"
"9411","23025485",72,2022-03-01,"09"
"9412","23025485",1440,2022-03-01,"09"
"9413","23025485",1540,2022-03-09,"10"
"9414","23025485",77,2022-03-09,"10"
"9415","23025485",79,2022-03-16,"11"
"9416","23025485",1580,2022-03-16,"11"
"9417","23025485",1570,2022-03-17,"11"
"9418","23025485",78.5,2022-03-17,"11"
"9419","23025485",1610,2022-03-31,"13"
"9420","23025485",80.5,2022-03-31,"13"
"9421","23025485",1630,2022-04-07,"14"
"9422","23025485",81.5,2022-04-07,"14"
"9423","23025485",1690,2022-04-21,"16"
"9424","23025485",84.5,2022-04-21,"16"
"9425","23025485",87.5,2022-04-28,"17"
"9426","23025485",1750,2022-04-28,"17"
"9427","23025485",88.5,2022-05-05,"18"
"9428","23025485",1770,2022-05-05,"18"
"9429","23025486",183,2022-01-06,"01"
"9430","23025486",183,2022-01-06,"01"
"9431","23025486",185,2022-01-07,"01"
"9432","23025486",185,2022-01-07,"01"
"9433","23025486",192,2022-01-13,"02"
"9434","23025486",192,2022-01-13,"02"
"9435","23025486",191,2022-01-20,"03"
"9436","23025486",191,2022-01-20,"03"
"9437","23025486",182,2022-01-27,"04"
"9438","23025486",182,2022-01-27,"04"
"9439","23025486",169,2022-02-03,"05"
"9440","23025486",169,2022-02-03,"05"
"9441","23025486",158,2022-02-10,"06"
"9442","23025486",158,2022-02-10,"06"
"9443","23025486",148,2022-02-17,"07"
"9444","23025486",148,2022-02-17,"07"
"9445","23025486",138,2022-02-22,"08"
"9446","23025486",138,2022-02-22,"08"
"9447","23025486",138,2022-03-01,"09"
"9448","23025486",138,2022-03-01,"09"
"9449","23025486",147,2022-03-09,"10"
"9450","23025486",147,2022-03-09,"10"
"9451","23025486",152,2022-03-16,"11"
"9452","23025486",152,2022-03-16,"11"
"9453","23025486",151,2022-03-17,"11"
"9454","23025486",151,2022-03-17,"11"
"9455","23025486",154,2022-03-31,"13"
"9456","23025486",154,2022-03-31,"13"
"9457","23025486",156,2022-04-07,"14"
"9458","23025486",156,2022-04-07,"14"
"9459","23025486",163,2022-04-21,"16"
"9460","23025486",163,2022-04-21,"16"
"9461","23025486",169,2022-04-28,"17"
"9462","23025486",169,2022-04-28,"17"
"9463","23025486",171,2022-05-05,"18"
"9464","23025486",171,2022-05-05,"18"
"9465","23025487",1870,2022-01-06,"01"
"9466","23025487",187,2022-01-06,"01"
"9467","23025487",187,2022-01-06,"01"
"9468","23025487",189,2022-01-07,"01"
"9469","23025487",189,2022-01-07,"01"
"9470","23025487",1890,2022-01-07,"01"
"9471","23025487",196,2022-01-13,"02"
"9472","23025487",1960,2022-01-13,"02"
"9473","23025487",196,2022-01-13,"02"
"9474","23025487",1950,2022-01-20,"03"
"9475","23025487",195,2022-01-20,"03"
"9476","23025487",195,2022-01-20,"03"
"9477","23025487",186,2022-01-27,"04"
"9478","23025487",186,2022-01-27,"04"
"9479","23025487",1860,2022-01-27,"04"
"9480","23025487",173,2022-02-03,"05"
"9481","23025487",1730,2022-02-03,"05"
"9482","23025487",173,2022-02-03,"05"
"9483","23025487",1620,2022-02-10,"06"
"9484","23025487",162,2022-02-10,"06"
"9485","23025487",162,2022-02-10,"06"
"9486","23025487",152,2022-02-17,"07"
"9487","23025487",1520,2022-02-17,"07"
"9488","23025487",152,2022-02-17,"07"
"9489","23025487",1420,2022-02-22,"08"
"9490","23025487",142,2022-02-22,"08"
"9491","23025487",142,2022-02-22,"08"
"9492","23025487",1420,2022-03-01,"09"
"9493","23025487",142,2022-03-01,"09"
"9494","23025487",142,2022-03-01,"09"
"9495","23025487",151,2022-03-09,"10"
"9496","23025487",151,2022-03-09,"10"
"9497","23025487",1510,2022-03-09,"10"
"9498","23025487",156,2022-03-16,"11"
"9499","23025487",1560,2022-03-16,"11"
"9500","23025487",156,2022-03-16,"11"
"9501","23025487",155,2022-03-17,"11"
"9502","23025487",155,2022-03-17,"11"
"9503","23025487",1550,2022-03-17,"11"
"9504","23025487",155,2022-03-29,"13"
"9505","23025487",1550,2022-03-29,"13"
"9506","23025487",155,2022-03-29,"13"
"9507","23025487",158,2022-03-31,"13"
"9508","23025487",158,2022-03-31,"13"
"9509","23025487",1580,2022-03-31,"13"
"9510","23025487",160,2022-04-07,"14"
"9511","23025487",160,2022-04-07,"14"
"9512","23025487",1600,2022-04-07,"14"
"9513","23025487",167,2022-04-21,"16"
"9514","23025487",167,2022-04-21,"16"
"9515","23025487",1670,2022-04-21,"16"
"9516","23025487",173,2022-04-28,"17"
"9517","23025487",1730,2022-04-28,"17"
"9518","23025487",173,2022-04-28,"17"
"9519","23025487",175,2022-05-05,"18"
"9520","23025487",1750,2022-05-05,"18"
"9521","23025487",175,2022-05-05,"18"
"9522","23025489",94,2022-01-06,"01"
"9523","23025489",96,2022-01-07,"01"
"9524","23025489",100,2022-01-13,"02"
"9525","23025489",99,2022-01-20,"03"
"9526","23025489",95,2022-01-27,"04"
"9527","23025489",88,2022-02-03,"05"
"9528","23025489",83,2022-02-10,"06"
"9529","23025489",78,2022-02-17,"07"
"9530","23025489",73,2022-02-22,"08"
"9531","23025489",73,2022-03-01,"09"
"9532","23025489",77,2022-03-09,"10"
"9533","23025489",80,2022-03-16,"11"
"9534","23025489",79.5,2022-03-17,"11"
"9535","23025489",80.5,2022-03-31,"13"
"9536","23025489",81.5,2022-04-07,"14"
"9537","23025489",85.5,2022-04-21,"16"
"9538","23025489",88.5,2022-04-28,"17"
"9539","23025489",89.5,2022-05-05,"18"
"9540","23025491",187,2022-01-06,"01"
"9541","23025491",189,2022-01-07,"01"
"9542","23025491",196,2022-01-13,"02"
"9543","23025491",195,2022-01-20,"03"
"9544","23025491",186,2022-01-27,"04"
"9545","23025491",173,2022-02-03,"05"
"9546","23025491",162,2022-02-10,"06"
"9547","23025491",152,2022-02-17,"07"
"9548","23025491",142,2022-02-22,"08"
"9549","23025491",142,2022-03-01,"09"
"9550","23025491",151,2022-03-09,"10"
"9551","23025491",156,2022-03-16,"11"
"9552","23025491",155,2022-03-17,"11"
"9553","23025491",158,2022-03-31,"13"
"9554","23025491",160,2022-04-07,"14"
"9555","23025491",167,2022-04-21,"16"
"9556","23025491",173,2022-04-28,"17"
"9557","23025491",175,2022-05-05,"18"
"9558","23025492",1940,2022-01-06,"01"
"9559","23025492",194,2022-01-06,"01"
"9560","23025492",196,2022-01-07,"01"
"9561","23025492",1960,2022-01-07,"01"
"9562","23025492",203,2022-01-13,"02"
"9563","23025492",2030,2022-01-13,"02"
"9564","23025492",202,2022-01-20,"03"
"9565","23025492",2020,2022-01-20,"03"
"9566","23025492",193,2022-01-27,"04"
"9567","23025492",1930,2022-01-27,"04"
"9568","23025492",181,2022-02-03,"05"
"9569","23025492",1810,2022-02-03,"05"
"9570","23025492",169,2022-02-10,"06"
"9571","23025492",1690,2022-02-10,"06"
"9572","23025492",159,2022-02-17,"07"
"9573","23025492",1590,2022-02-17,"07"
"9574","23025492",150,2022-02-22,"08"
"9575","23025492",1500,2022-02-22,"08"
"9576","23025492",150,2022-03-01,"09"
"9577","23025492",1500,2022-03-01,"09"
"9578","23025492",1580,2022-03-09,"10"
"9579","23025492",158,2022-03-09,"10"
"9580","23025492",1630,2022-03-16,"11"
"9581","23025492",163,2022-03-16,"11"
"9582","23025492",162,2022-03-17,"11"
"9583","23025492",1620,2022-03-17,"11"
"9584","23025492",1650,2022-03-31,"13"
"9585","23025492",165,2022-03-31,"13"
"9586","23025492",167,2022-04-07,"14"
"9587","23025492",1670,2022-04-07,"14"
"9588","23025492",174,2022-04-21,"16"
"9589","23025492",1740,2022-04-21,"16"
"9590","23025492",181,2022-04-28,"17"
"9591","23025492",1810,2022-04-28,"17"
"9592","23025492",1830,2022-05-05,"18"
"9593","23025492",183,2022-05-05,"18"
"9594","23025495",168.25,2022-01-06,"01"
"9595","23025495",170.25,2022-01-07,"01"
"9596","23025495",177.25,2022-01-13,"02"
"9597","23025495",176.25,2022-01-20,"03"
"9598","23025495",167.25,2022-01-27,"04"
"9599","23025495",155.25,2022-02-03,"05"
"9600","23025495",143.25,2022-02-10,"06"
"9601","23025495",133.25,2022-02-17,"07"
"9602","23025495",124.25,2022-02-22,"08"
"9603","23025495",124.25,2022-03-01,"09"
"9604","23025495",132.25,2022-03-09,"10"
"9605","23025495",137.25,2022-03-16,"11"
"9606","23025495",136.25,2022-03-17,"11"
"9607","23025495",139.25,2022-03-31,"13"
"9608","23025495",141.25,2022-04-07,"14"
"9609","23025495",148.25,2022-04-21,"16"
"9610","23025495",155.25,2022-04-28,"17"
"9611","23025495",157.25,2022-05-05,"18"
"9612","23025497",47.75,2022-01-06,"01"
"9613","23025497",48.75,2022-01-07,"01"
"9614","23025497",50.75,2022-01-13,"02"
"9615","23025497",50.75,2022-01-20,"03"
"9616","23025497",48.75,2022-01-27,"04"
"9617","23025497",44.75,2022-02-03,"05"
"9618","23025497",42.75,2022-02-10,"06"
"9619","23025497",39.75,2022-02-17,"07"
"9620","23025497",37.75,2022-02-22,"08"
"9621","23025497",37.75,2022-03-01,"09"
"9622","23025497",39.75,2022-03-09,"10"
"9623","23025497",40.75,2022-03-16,"11"
"9624","23025497",40.25,2022-03-17,"11"
"9625","23025497",41.25,2022-03-31,"13"
"9626","23025497",41.25,2022-04-07,"14"
"9627","23025497",43.25,2022-04-21,"16"
"9628","23025497",45.25,2022-04-28,"17"
"9629","23025497",45.25,2022-05-05,"18"
"9630","23025498",94,2022-01-06,"01"
"9631","23025498",95,2022-01-07,"01"
"9632","23025498",98,2022-01-13,"02"
"9633","23025498",98,2022-01-20,"03"
"9634","23025498",93,2022-01-27,"04"
"9635","23025498",87,2022-02-03,"05"
"9636","23025498",81,2022-02-10,"06"
"9637","23025498",76,2022-02-17,"07"
"9638","23025498",71,2022-02-22,"08"
"9639","23025498",71,2022-03-01,"09"
"9640","23025498",76,2022-03-09,"10"
"9641","23025498",78,2022-03-16,"11"
"9642","23025498",77.5,2022-03-17,"11"
"9643","23025498",79.5,2022-03-31,"13"
"9644","23025498",80.5,2022-04-07,"14"
"9645","23025498",83.5,2022-04-21,"16"
"9646","23025498",86.5,2022-04-28,"17"
"9647","23025498",87.5,2022-05-05,"18"
"9648","23025499",1920,2022-01-06,"01"
"9649","23025499",96,2022-01-06,"01"
"9650","23025499",97,2022-01-07,"01"
"9651","23025499",1940,2022-01-07,"01"
"9652","23025499",2020,2022-01-13,"02"
"9653","23025499",101,2022-01-13,"02"
"9654","23025499",2000,2022-01-20,"03"
"9655","23025499",100,2022-01-20,"03"
"9656","23025499",1920,2022-01-27,"04"
"9657","23025499",96,2022-01-27,"04"
"9658","23025499",1800,2022-02-03,"05"
"9659","23025499",90,2022-02-03,"05"
"9660","23025499",1680,2022-02-10,"06"
"9661","23025499",84,2022-02-10,"06"
"9662","23025499",79,2022-02-17,"07"
"9663","23025499",1580,2022-02-17,"07"
"9664","23025499",74,2022-02-22,"08"
"9665","23025499",1480,2022-02-22,"08"
"9666","23025499",1480,2022-03-01,"09"
"9667","23025499",74,2022-03-01,"09"
"9668","23025499",1560,2022-03-09,"10"
"9669","23025499",78,2022-03-09,"10"
"9670","23025499",1620,2022-03-16,"11"
"9671","23025499",81,2022-03-16,"11"
"9672","23025499",80.5,2022-03-17,"11"
"9673","23025499",1610,2022-03-17,"11"
"9674","23025499",1630,2022-03-31,"13"
"9675","23025499",81.5,2022-03-31,"13"
"9676","23025499",1650,2022-04-07,"14"
"9677","23025499",82.5,2022-04-07,"14"
"9678","23025499",1730,2022-04-21,"16"
"9679","23025499",86.5,2022-04-21,"16"
"9680","23025499",89.5,2022-04-28,"17"
"9681","23025499",1790,2022-04-28,"17"
"9682","23025499",1810,2022-05-05,"18"
"9683","23025499",90.5,2022-05-05,"18"
"9684","23025500",186,2022-01-06,"01"
"9685","23025500",187,2022-01-07,"01"
"9686","23025500",194,2022-01-13,"02"
"9687","23025500",193,2022-01-20,"03"
"9688","23025500",184,2022-01-27,"04"
"9689","23025500",171,2022-02-03,"05"
"9690","23025500",160,2022-02-10,"06"
"9691","23025500",150,2022-02-17,"07"
"9692","23025500",140,2022-02-22,"08"
"9693","23025500",140,2022-03-01,"09"
"9694","23025500",149,2022-03-09,"10"
"9695","23025500",154,2022-03-16,"11"
"9696","23025500",153,2022-03-17,"11"
"9697","23025500",156,2022-03-31,"13"
"9698","23025500",158,2022-04-07,"14"
"9699","23025500",165,2022-04-21,"16"
"9700","23025500",171,2022-04-28,"17"
"9701","23025500",173,2022-05-05,"18"
"9702","23025501",1920,2022-01-06,"01"
"9703","23025501",192,2022-01-06,"01"
"9704","23025501",193,2022-01-07,"01"
"9705","23025501",1930,2022-01-07,"01"
"9706","23025501",2000,2022-01-13,"02"
"9707","23025501",200,2022-01-13,"02"
"9708","23025501",1990,2022-01-20,"03"
"9709","23025501",199,2022-01-20,"03"
"9710","23025501",190,2022-01-27,"04"
"9711","23025501",1900,2022-01-27,"04"
"9712","23025501",1770,2022-02-03,"05"
"9713","23025501",177,2022-02-03,"05"
"9714","23025501",1660,2022-02-10,"06"
"9715","23025501",166,2022-02-10,"06"
"9716","23025501",156,2022-02-17,"07"
"9717","23025501",1560,2022-02-17,"07"
"9718","23025501",1470,2022-02-22,"08"
"9719","23025501",147,2022-02-22,"08"
"9720","23025501",147,2022-03-01,"09"
"9721","23025501",1470,2022-03-01,"09"
"9722","23025501",155,2022-03-09,"10"
"9723","23025501",1550,2022-03-09,"10"
"9724","23025501",160,2022-03-16,"11"
"9725","23025501",1600,2022-03-16,"11"
"9726","23025501",1590,2022-03-17,"11"
"9727","23025501",159,2022-03-17,"11"
"9728","23025501",159,2022-03-29,"13"
"9729","23025501",1590,2022-03-29,"13"
"9730","23025501",162,2022-03-31,"13"
"9731","23025501",1620,2022-03-31,"13"
"9732","23025501",164,2022-04-07,"14"
"9733","23025501",1640,2022-04-07,"14"
"9734","23025501",171,2022-04-21,"16"
"9735","23025501",1710,2022-04-21,"16"
"9736","23025501",1780,2022-04-28,"17"
"9737","23025501",178,2022-04-28,"17"
"9738","23025501",180,2022-05-05,"18"
"9739","23025501",1800,2022-05-05,"18"
"9740","23025502",50.25,2022-01-06,"01"
"9741","23025502",52.25,2022-01-07,"01"
"9742","23025502",51.25,2022-01-13,"02"
"9743","23025502",49.25,2022-01-27,"04"
"9744","23025502",46.25,2022-02-03,"05"
"9745","23025502",43.25,2022-02-10,"06"
"9746","23025502",40.25,2022-02-17,"07"
"9747","23025502",37.25,2022-02-22,"08"
"9748","23025502",37.25,2022-03-01,"09"
"9749","23025502",38.25,2022-03-10,"10"
"9750","23025502",38.25,2022-03-16,"11"
"9751","23025502",37.75,2022-03-17,"11"
"9752","23025502",39.75,2022-03-31,"13"
"9753","23025502",41.75,2022-04-07,"14"
"9754","23025502",44.75,2022-04-21,"16"
"9755","23025502",44.75,2022-04-28,"17"
"9756","23025502",45.75,2022-05-05,"18"
"9757","23025503",100,2022-01-06,"01"
"9758","23025503",102,2022-01-07,"01"
"9759","23025503",99,2022-01-13,"02"
"9760","23025503",95,2022-01-27,"04"
"9761","23025503",89,2022-02-03,"05"
"9762","23025503",83,2022-02-10,"06"
"9763","23025503",78,2022-02-17,"07"
"9764","23025503",70,2022-02-22,"08"
"9765","23025503",70,2022-03-01,"09"
"9766","23025503",72,2022-03-10,"10"
"9767","23025503",73,2022-03-16,"11"
"9768","23025503",72.5,2022-03-17,"11"
"9769","23025503",76.5,2022-03-31,"13"
"9770","23025503",79.5,2022-04-07,"14"
"9771","23025503",85.5,2022-04-21,"16"
"9772","23025503",87.5,2022-04-28,"17"
"9773","23025503",89.5,2022-05-05,"18"
"9774","23025504",2050,2022-01-06,"01"
"9775","23025504",102.5,2022-01-06,"01"
"9776","23025504",2090,2022-01-07,"01"
"9777","23025504",104.5,2022-01-07,"01"
"9778","23025504",2030,2022-01-13,"02"
"9779","23025504",101.5,2022-01-13,"02"
"9780","23025504",1950,2022-01-27,"04"
"9781","23025504",97.5,2022-01-27,"04"
"9782","23025504",91.5,2022-02-03,"05"
"9783","23025504",1830,2022-02-03,"05"
"9784","23025504",85.5,2022-02-10,"06"
"9785","23025504",1710,2022-02-10,"06"
"9786","23025504",80.5,2022-02-17,"07"
"9787","23025504",1610,2022-02-17,"07"
"9788","23025504",1450,2022-02-22,"08"
"9789","23025504",72.5,2022-02-22,"08"
"9790","23025504",72.5,2022-03-01,"09"
"9791","23025504",1450,2022-03-01,"09"
"9792","23025504",75.5,2022-03-10,"10"
"9793","23025504",1510,2022-03-10,"10"
"9794","23025504",1530,2022-03-16,"11"
"9795","23025504",76.5,2022-03-16,"11"
"9796","23025504",76,2022-03-17,"11"
"9797","23025504",1520,2022-03-17,"11"
"9798","23025504",80,2022-03-31,"13"
"9799","23025504",1600,2022-03-31,"13"
"9800","23025504",82,2022-04-07,"14"
"9801","23025504",1640,2022-04-07,"14"
"9802","23025504",88,2022-04-21,"16"
"9803","23025504",1760,2022-04-21,"16"
"9804","23025504",1800,2022-04-28,"17"
"9805","23025504",90,2022-04-28,"17"
"9806","23025504",1840,2022-05-05,"18"
"9807","23025504",92,2022-05-05,"18"
"9808","23025505",199,2022-01-06,"01"
"9809","23025505",199,2022-01-06,"01"
"9810","23025505",201,2022-01-07,"01"
"9811","23025505",201,2022-01-07,"01"
"9812","23025505",196,2022-01-13,"02"
