,,สภาวะราคาของชิ้นส่วนหลัก Wk16 (21-27.4.65),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,BKK (เขตบางกะปิ),,,,,,,,รายการ,EST (ชลบุรี),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสดบางกะปิ,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดใหม่ชลบุรี
สะโพกTT,,เนื้อสะโพก,151,145,144,163,149,155,180,,เนื้อสะโพก,155,150,155,170,149,155,160
ไหล่TT,,เนื้อไหล่,148,140,140,163,149,154,180,,เนื้อไหล่,150,145,150,165,145,150,160
สันนอกTT,,สันนอก,157,145,153,190,179P,181,180,,สันนอก,160,155,165,190,179,172,180
สันในTT,,สันใน,151,150,153,259,224,209,180,,สันใน,162,160,158,220,220,211,180
สันคอTT,,สันคอ,231,205,178,250,236,239,185,,สันคอ,235,215,220,260,255,235,200
สามชั้นTT,,สามชั้น,177,174,174,239,225,225,200,,สามชั้น,180,175,180,240,228,219,200
ซี่โครงแผ่นTT,,ซี่โครง,148,125,130,183,175,171,170,,ซี่โครง,160,165,162,,,176,180
คอหมูย่างTT,,คอหมูย่าง,260,270,263,,,,290,,คอหมูย่าง,265,230,235,,,287,250
ไหล่บด,,หมูบด,130,,,167,145P,167,150,,หมูบด,133,135,130,150,145,166,150
ขาหลังเผาแบ่งคากิ,,ขาหมู,87,,,100,98,101,,,ขาหมู,,,,,,108,
หัวติดลิ้น,,หัวติดลิ้น,57,48,51,,,,,,หัวติดลิ้น,54,50,55,,,,60
เครื่องในชุด(หมู),,เครื่องในชุด,70,62,71,,,,,,เครื่องในชุด,67,,,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,70,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,65,,,,,,,,ขาหน้า,66,,65,,,99,75
ขาหน้าเผาTT,,ขาหน้าเผา,70,60,76,,,,95,,ขาหน้าเผา,68,65,,,,,
ขาหลังTT,,ขาหลัง,82,,,,,,,,ขาหลัง,80,,75,,,105,80
ขาหลังเผาTT,,ขาหลังเผา,86,82,88,,,,100,,ขาหลังเผา,82,75,,,,,
มันสันหลังTT,,มันสันหลัง,78,,,,,,,,มันสันหลัง,72,,,,,,80
มันแข็งTT,,มันแข็ง,75,73,75,,,,,,มันแข็ง,68,65,72,,,,80
เศษมันTT,,เศษมัน         ,60,,46,,,,,,เศษมัน         ,60,,60,,,,65
หนังสันหลังTT,,หนังสันหลัง,73,,60,,,,,,หนังสันหลัง,72,65,68,,,,80
หนังสะโพก,,หนังสะโพก,68,,,,,,,,หนังสะโพก,68,,,,,,80
หนังหมูรวมTT,,หนังหมูรวม,59,,,,,,,,หนังหมูรวม,60,,,,,81,80
กระดูกซุปTT,,กระดูกซุป,47,50,56,,,,70,,กระดูกซุป,47,,55,,79,83,60
กระดูกอ่อนTT,,กระดูกอ่อน,157,,155,,,,,,กระดูกอ่อน,154,170,160,,,,180
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,15,,,,,,,,กระดูกข้อ(คาตั๊ง) ,10,,,,,43,30
มันเปลวTT,,มันเปลว,43,,,,,,,,มันเปลว,35,40,35,,,,50
มันท้องTT,,มันท้อง,47,,,,,,,,มันท้อง,40,,,,,,50
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,CTW (สระบุรี),,,,,,,,รายการ,SOT (นครศรีธรรมราช),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสืบศิริ,,,ซีพี,เบทาโกร,,Lotus's,Big C,Makro,ตลาดสดหัวอิฐ
