,,สภาวะราคาของชิ้นส่วนหลัก Wk20 (19-25.5.65),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,BKK (เขตบางกะปิ),,,,,,,,รายการ,EST (ชลบุรี),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสดบางกะปิ,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดใหม่ชลบุรี
สะโพกTT,,เนื้อสะโพก,172,160,162,184,174P,178,200,,เนื้อสะโพก,173,168,168,190,189,178,190
ไหล่TT,,เนื้อไหล่,169,155,158,184,174P,177,200,,เนื้อไหล่,170,164,165,185,185,175,190
สันนอกTT,,สันนอก,177,162,170,213,185,206,200,,สันนอก,178,174,178,200,200,196,190
สันในTT,,สันใน,182,165,169,265,258,226,200,,สันใน,183,174,170,230,230,226,200
สันคอTT,,สันคอ,220,225,195,263,263,261,200,,สันคอ,221,227,228,280,279,253,230
สามชั้นTT,,สามชั้น,197,186,184,255,252,248,210,,สามชั้น,198,190,198,250,256,237,230
ซี่โครงแผ่นTT,,ซี่โครง,166,148,146,187,187/185P,180,160,,ซี่โครง,168,163,171,195,185,,200
คอหมูย่างTT,,คอหมูย่าง,275,278,279,,,,270,,คอหมูย่าง,276,290,201,300,,307,250
ไหล่บด,,หมูบด,163,,,195,190,189,150,,หมูบด,158,160,155,,179,,170
ขาหลังเผาแบ่งคากิ,,ขาหมู,103,,,113,110,110,,,ขาหมู,,,,,,118,
หัวติดลิ้น,,หัวติดลิ้น,63,58,61,,,,,,หัวติดลิ้น,68,70,64,,,,75
เครื่องในชุด(หมู),,เครื่องในชุด,77,72,79,,,,,,เครื่องในชุด,77,,,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,75,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,82,,,,,,,,ขาหน้า,83,85,77,,110,110,90
ขาหน้าเผาTT,,ขาหน้าเผา,85,80,89,,,,100,,ขาหน้าเผา,86,,,,,,
