,,สภาวะราคาของชิ้นส่วนหลัก Wk14 (7-13.4.65),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,BKK (เขตบางกะปิ),,,,,,,,รายการ,EST (ชลบุรี),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสดบางกะปิ,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดใหม่ชลบุรี
สะโพกTT,,เนื้อสะโพก,144,140,140,149,142,149,180,,เนื้อสะโพก,144,140,150,160,160,149,150
ไหล่TT,,เนื้อไหล่,139,132,136,149,142,148,180,,เนื้อไหล่,139,135,145,160,160,145,150
สันนอกTT,,สันนอก,145,142,150,181,173,175,170,,สันนอก,145,155,160,180,180,168,180
สันในTT,,สันใน,145,150,150,259,224,195,185,,สันใน,145,155,145,220,200,195,180
สันคอTT,,สันคอ,226,200,175,236,236,235,185,,สันคอ,225,187,212,230,230,231,220
สามชั้นTT,,สามชั้น,171,170,174,225,215,215,185,,สามชั้น,170,167,180,220,215,215,220
ซี่โครงแผ่นTT,,ซี่โครง,132,130,127,175,159P,168,155,,ซี่โครง,132,140,155,,159,175,180
คอหมูย่างTT,,คอหมูย่าง,236,270,260,,,,265,,คอหมูย่าง,236,210,185,,,283,250
ไหล่บด,,หมูบด,122,,,138,142P,155,120,,หมูบด,124,130,125,140,138,155,150
ขาหลังเผาแบ่งคากิ,,ขาหมู,85,80,84,98,79P,97,95,,ขาหมู,,,,,,106,
หัวติดลิ้น,,หัวติดลิ้น,53,45,49,,,,,,หัวติดลิ้น,54,40,52,,,,55
เครื่องในชุด(หมู),,เครื่องในชุด,68,58,71,,,,,,เครื่องในชุด,69,,,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,50,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,65,,,,,,,,ขาหน้า,,,59,,98,89,60
ขาหน้าเผาTT,,ขาหน้าเผา,68,60,76,,,,95,,ขาหน้าเผา,66,62,,,,,65
ขาหลังTT,,ขาหลัง,80,,,,,,,,ขาหลัง,,,65,,,103,55
ขาหลังเผาTT,,ขาหลังเผา,84,80,88,,,,95,,ขาหลังเผา,82,67,,,,,60
มันสันหลังTT,,มันสันหลัง,78,,,,,,,,มันสันหลัง,79,,,,,,80
มันแข็งTT,,มันแข็ง,75,73,73,,,,,,มันแข็ง,77,65,72,,,,80
เศษมันTT,,เศษมัน         ,60,,43,,,,,,เศษมัน         ,62,,57,,,,60
หนังสันหลังTT,,หนังสันหลัง,73,,60,,,,,,หนังสันหลัง,74,50,64,,,,80
หนังสะโพก,,หนังสะโพก,68,,,,,,,,หนังสะโพก,69,,,,,78,80
หนังหมูรวมTT,,หนังหมูรวม,59,,,,,,,,หนังหมูรวม,60,,,,,81,80
กระดูกซุปTT,,กระดูกซุป,45,57,56,,,,70,,กระดูกซุป,48,,54,,,83,60
กระดูกอ่อนTT,,กระดูกอ่อน,155,,153,,,,,,กระดูกอ่อน,,170,,,,,180
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,15,,,,,,,,กระดูกข้อ(คาตั๊ง) ,16,,,,,43,25
มันเปลวTT,,มันเปลว,42,,,,,,,,มันเปลว,44,40,35,,,,50
มันท้องTT,,มันท้อง,46,,,,,,,,มันท้อง,49,,,,,,50
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,CTW (สระบุรี),,,,,,,,รายการ,SOT (นครศรีธรรมราช),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
